Price,Manufacturer,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
31988,32,2017,4,1,5,2.0,54120,4.0,0,0,1,0,7,12
34406,23,2016,4,1,1,1.7,101248,4.0,0,1,1,0,7,4
141124,31,2015,4,1,1,3.0,90000,6.0,2,0,1,0,1,12
392,5,2013,9,1,5,4.4,87243,8.0,0,2,1,0,2,12
8154,58,2003,10,0,5,2.0,112000,4.0,0,1,1,1,12,4
29793,23,2010,4,1,5,2.4,180000,4.0,2,0,1,0,14,10
14113,58,2010,3,0,2,1.8,196121,4.0,0,1,1,0,14,8
29633,23,2016,4,1,1,2.0,27243,4.0,0,1,1,0,7,4
392,32,2011,9,1,5,4.6,202048,8.0,0,0,1,0,14,0
11447,58,2014,9,0,2,1.5,133000,4.0,0,1,1,1,12,5
20071,23,2013,9,1,5,1.8,123200,4.0,0,1,1,0,7,6
784,5,2014,9,1,5,4.4,247877,8.0,0,0,1,0,1,0
8624,21,2009,3,0,2,1.3,180000,4.0,3,1,1,1,12,4
13328,32,2010,4,1,2,3.5,186005,6.0,0,0,1,0,12,12
17562,58,2014,9,1,5,2.5,88000,4.0,2,1,1,0,1,10
36068,23,2014,7,1,1,2.5,85933,4.0,0,1,1,0,12,4
7840,43,2001,9,1,1,2.2,325000,6.0,2,1,1,0,1,6
47217,23,2017,10,1,1,2.5,39071,4.0,0,1,1,0,12,4
37000,23,2016,10,1,1,2.5,90000,4.0,0,1,1,0,12,4
16621,36,2017,9,1,5,2.0,70880,4.0,0,2,1,0,12,12
6523,11,2010,9,1,5,1.6,36125,4.0,0,1,1,0,2,4
12231,8,2011,9,0,5,1.8,130000,4.0,0,1,1,0,13,8
27946,23,2014,9,1,1,1.6,102152,4.0,0,1,1,0,14,4
23239,23,2011,9,1,5,1.6,137213,4.0,0,1,1,0,7,4
119172,32,2016,4,1,5,3.5,52000,6.0,2,0,1,0,1,8
12544,42,2008,3,0,5,1.8,168000,4.0,1,1,1,0,1,4
17245,16,2016,3,0,5,1.6,73600,4.0,2,1,1,0,12,12
2352,61,1991,9,0,0,1.8,234000,4.0,1,1,1,0,14,0
79902,16,2016,4,1,5,2.3,125072,4.0,0,1,1,0,14,4
26343,61,2016,9,1,5,1.8,87000,4.0,2,1,1,0,14,12
549,61,2003,9,1,5,2.0,0,4.0,0,1,1,0,9,12
8624,36,2000,9,0,4,2.6,196600,6.0,1,2,1,0,12,6
21639,46,2012,10,1,1,1.5,170000,4.0,1,1,1,0,1,6
70,23,2014,9,0,5,1.8,0,6.0,0,1,1,0,1,6
39201,5,2010,4,1,1,3.5,267632,6.0,2,2,1,0,1,0
17249,58,2010,3,1,2,1.8,179200,4.0,3,2,1,0,1,4
25089,36,2013,9,1,5,1.8,95000,4.0,0,2,1,0,14,12
9565,3,2014,3,1,5,3.0,191373,6.0,0,0,1,0,7,0
12281,8,2010,9,1,5,1.8,128257,4.0,0,1,1,0,7,4
9938,23,2014,9,1,4,2.0,377942,4.0,0,1,1,0,12,4
470,5,2010,4,1,1,3.0,265210,6.0,0,0,1,0,1,0
17540,28,2013,9,1,5,2.0,41412,4.0,0,1,1,0,14,4
470,58,2018,9,1,5,2.5,44845,4.0,0,1,1,0,3,12
1098,58,2016,9,1,5,2.5,114389,4.0,0,1,1,0,2,12
37580,23,2016,4,1,1,2.0,99000,4.0,0,1,1,0,14,4
14269,58,2010,4,1,2,3.3,300366,6.0,0,0,1,0,2,12
18000,41,2016,4,1,5,2.0,22000,4.0,0,0,1,1,11,8
1725,8,2014,9,1,5,1.4,184835,4.0,0,1,1,0,12,12
23521,53,2011,10,0,5,1.8,180000,4.0,1,0,1,0,12,10
13485,36,2003,4,1,0,3.7,235200,6.0,2,0,1,0,1,12
25089,36,2008,9,1,5,3.5,63000,6.0,2,2,1,0,1,0
29777,23,2013,4,1,1,2.0,182217,4.0,0,1,1,0,14,4
22580,58,2011,4,1,5,3.5,368064,6.0,0,0,1,0,7,12
7840,58,2004,3,0,5,1.3,170342,4.0,3,1,1,1,12,4
36166,8,2017,4,1,1,1.6,71400,4.0,0,1,1,0,12,4
34497,16,2015,9,1,6,2.0,78000,4.0,0,1,1,0,1,0
17186,23,2012,9,1,5,2.0,157367,4.0,0,1,1,0,7,4
17158,23,2013,9,1,5,1.6,117500,4.0,0,1,1,0,7,4
5018,8,2019,1,1,5,1.5,8710,4.0,0,1,1,0,1,12
42337,3,2013,4,1,5,3.0,139259,6.0,2,0,1,0,1,12
49858,23,2014,4,1,5,2.4,87000,4.0,0,1,1,0,7,4
19757,16,2006,6,0,1,2.4,286000,4.0,1,2,0,0,14,4
16621,58,2008,4,0,5,2.4,113600,5.0,0,1,1,0,14,0
30038,23,2018,9,1,1,1.6,60000,4.0,0,1,1,0,14,4
16308,58,2018,9,1,5,2.5,45371,4.0,0,1,1,0,12,12
29793,5,2013,4,1,5,2.0,68000,4.0,2,0,1,0,8,12
862,8,2013,9,1,5,2.0,114107,4.0,0,1,1,0,2,12
12858,36,2002,1,1,1,2.7,260000,5.0,2,2,0,0,1,8
16618,16,2007,6,0,1,2.2,158000,4.0,1,1,1,0,14,2
392,36,2014,9,1,1,3.5,29675,6.0,0,0,1,0,1,12
18817,58,2009,9,1,2,1.8,288034,4.0,0,1,1,0,12,8
34406,23,2014,7,1,1,2.5,119884,4.0,0,1,1,0,7,4
45044,23,2017,9,1,5,2.0,95948,4.0,0,1,1,0,14,4
1490,32,2013,4,1,5,4.6,154115,8.0,0,0,1,0,1,0
8938,36,1998,7,1,1,2.3,222000,4.0,1,1,0,0,6,4
627,36,2013,1,1,1,3.5,0,6.0,0,2,0,0,12,12
282,0,2015,4,1,5,3.5,0,6.0,0,0,1,0,2,12
8467,55,2005,10,0,5,2.0,145576,4.0,0,0,1,1,12,4
3136,12,2002,3,0,5,1.2,25000,4.0,1,1,1,0,6,2
8467,23,2015,9,1,4,2.0,616691,4.0,0,1,1,0,8,4
5018,36,2009,9,1,1,3.5,109139,6.0,0,2,1,0,1,12
251,32,2012,3,1,2,1.8,149981,4.0,0,1,1,0,7,0
84675,58,2014,4,1,1,3.0,137000,6.0,2,0,2,0,1,12
10663,16,2014,3,0,5,1.6,84800,4.0,0,1,1,0,1,8
20,58,2008,3,1,2,1.5,135000,4.0,0,1,1,0,1,4
11917,16,1995,6,0,1,2.5,0,4.0,1,2,1,0,14,0
14740,23,2014,3,0,5,2.0,51950,4.0,0,1,1,0,7,8
6899,36,1996,9,0,5,2.3,210456,4.0,1,2,1,0,12,2
15624,23,2014,9,1,1,1.6,126265,4.0,0,1,1,0,14,4
10349,39,2010,9,0,5,1.3,89617,4.0,3,1,1,1,0,8
1568,61,2014,9,1,1,2.0,82392,4.0,0,1,1,0,12,12
14740,23,2012,9,0,5,1.8,129000,4.0,2,1,1,0,2,11
549,8,2019,9,1,5,1.4,14074,4.0,0,1,1,0,7,12
10976,23,2015,9,1,4,2.0,620755,4.0,0,1,1,0,14,4
6586,36,1998,9,1,0,3.2,0,6.0,0,2,1,0,14,6
46101,58,2015,9,1,2,2.5,89600,6.0,0,2,1,0,14,10
22580,36,2017,9,1,5,2.0,50930,4.0,0,2,1,0,1,12
111332,58,2013,4,1,5,4.7,180000,8.0,2,0,1,0,1,8
14113,36,2002,9,1,1,2.7,5000,6.0,0,2,1,0,14,4
16621,8,2012,4,1,1,2.0,198000,4.0,0,1,1,0,12,4
19130,8,2016,9,0,5,1.4,32000,4.0,2,1,1,0,7,12
2430,36,2013,1,1,5,0.0,121600,4.0,0,2,1,0,14,12
21639,8,2016,9,1,5,1.4,99200,4.0,2,1,1,0,1,10
17249,16,2009,9,1,2,2.5,245000,4.0,0,1,1,0,12,10
19757,58,2013,9,0,5,1.8,137568,4.0,0,1,1,0,2,6
1000,60,1983,9,0,5,1.3,0,4.0,1,0,0,0,0,0
11604,27,2001,4,1,0,4.7,297600,8.0,0,0,1,0,7,12
51746,17,1953,9,0,5,2.0,0,4.0,1,2,1,0,0,0
32302,58,2013,9,1,2,2.5,73600,6.0,0,1,2,0,2,6
40390,23,2016,4,1,1,2.0,134413,4.0,0,1,1,0,12,4
9879,58,2010,3,0,2,1.8,146000,4.0,0,1,1,0,7,12
15681,33,2015,9,1,2,2.0,137666,4.0,2,1,1,0,7,10
16621,23,2014,9,0,5,1.8,105600,4.0,2,1,1,0,4,0
17719,23,2017,9,0,5,2.0,53895,4.0,0,1,1,0,12,8
7527,35,2002,9,0,5,2.3,150000,4.0,2,1,1,1,14,2
18245,58,2010,9,0,2,1.8,172707,4.0,3,1,1,0,1,4
14113,23,2012,9,1,5,1.8,135456,4.0,0,1,1,0,14,12
16800,54,2011,9,1,1,2.0,173987,4.0,0,1,1,0,12,4
18817,5,2006,9,1,5,4.0,180000,8.0,2,2,1,0,1,12
13485,5,2009,1,1,5,2.8,163000,6.0,0,2,0,0,1,6
26343,28,2016,9,1,5,2.0,27390,4.0,0,1,1,0,1,4
6899,8,2010,9,1,5,1.8,150001,4.0,0,1,1,0,12,4
16091,23,2010,1,1,5,2.0,100000,4.0,0,1,1,0,7,4
52263,23,2016,4,1,1,2.0,108025,4.0,0,1,1,0,1,4
23834,41,2013,4,1,5,1.6,147200,4.0,2,1,1,0,12,6
15367,5,2005,9,1,5,5.0,177000,8.0,2,2,1,0,1,12
2666,61,2015,3,1,5,0.2,104618,4.0,0,1,1,0,14,12
27598,23,2016,9,0,5,2.0,41000,4.0,0,1,1,0,14,8
49751,23,2015,9,1,5,2.0,24148,4.0,0,1,1,0,1,4
16000,55,2006,9,0,5,2.0,1111,4.0,1,0,1,1,14,6
9408,61,2012,9,1,1,2.0,119619,4.0,0,1,1,0,1,12
22000,61,2012,9,1,5,1.8,250000,4.0,0,1,1,0,1,14
20297,23,2010,9,1,5,2.0,155590,4.0,0,1,1,0,7,4
58579,23,2016,4,1,1,2.0,35000,4.0,0,1,1,0,7,4
17562,5,2004,4,1,5,4.4,141454,8.0,2,0,1,0,1,16
3900,42,2000,9,0,5,1.8,156000,4.0,1,1,1,0,7,2
8467,41,2002,4,1,5,2.0,254321,4.0,1,0,1,0,7,6
23521,32,2013,3,1,2,1.8,125000,4.0,0,1,1,0,4,12
157,5,2012,4,1,1,3.0,296395,6.0,0,0,1,0,7,0
17249,27,2009,4,1,5,2.4,54575,4.0,0,1,1,0,12,4
26971,16,2013,9,1,5,2.0,53000,4.0,1,1,1,0,15,8
14583,36,2011,9,1,1,3.5,230696,6.0,0,0,1,0,1,12
10976,58,1998,4,0,5,3.4,262000,6.0,0,0,1,1,1,0
6586,58,2019,1,1,5,2.0,5219,4.0,0,1,1,0,14,12
12701,23,2010,4,1,1,2.5,56765,4.0,0,1,1,0,12,4
58018,58,2018,4,0,5,2.5,1358,4.0,2,0,1,0,7,12
18531,23,2011,9,1,5,1.6,165845,4.0,0,1,1,0,12,4
10976,36,1998,9,0,5,1.8,0,4.0,1,2,1,0,1,2
3607,58,2012,9,1,2,2.5,156518,4.0,0,1,1,0,14,12
9408,25,1999,4,0,5,3.2,170000,6.0,0,0,0,1,2,4
10036,58,2007,3,1,5,1.5,240000,4.0,3,1,1,0,7,0
21953,23,2009,7,1,1,2.5,150000,6.0,0,2,2,0,12,0
11604,58,2008,1,0,5,1.5,0,4.0,1,1,0,0,1,2
28222,23,2016,9,0,5,2.0,71200,4.0,2,1,1,0,12,12
17249,61,2010,9,1,5,2.0,168000,4.0,0,1,1,0,14,6
61154,58,2018,9,1,2,2.5,32000,4.0,0,1,1,0,1,12
4861,16,2014,9,1,2,2.0,124493,4.0,0,1,1,0,14,0
41720,23,2016,4,1,1,2.0,113120,4.0,0,1,1,0,7,4
21326,58,2013,3,0,2,1.5,87000,4.0,0,1,1,0,7,6
13172,61,2016,9,0,5,1.4,45312,4.0,2,2,1,0,1,10
15292,23,2010,1,1,5,2.0,146691,4.0,0,1,1,0,1,4
25,58,2003,3,0,5,1.5,146000,4.0,0,1,1,1,14,5
10976,21,2009,3,0,2,1.3,200000,4.0,0,1,1,1,12,2
48873,54,2014,4,1,1,2.0,52576,4.0,0,1,1,0,1,4
8154,32,2008,4,1,2,3.3,224629,6.0,0,0,1,0,12,12
11917,23,2013,9,0,5,1.8,80000,4.0,2,1,1,0,7,12
282,58,2010,3,1,2,1.8,423418,4.0,0,1,1,0,1,12
21326,58,2015,9,1,2,1.5,79500,4.0,0,1,1,0,7,10
22580,36,2007,9,1,5,3.5,151000,6.0,0,2,1,0,1,12
4861,36,2012,9,1,1,3.5,128202,6.0,0,2,1,0,1,12
17562,28,2013,9,1,5,2.4,120000,4.0,0,1,1,0,1,8
26594,23,2012,4,1,1,2.0,138525,4.0,0,1,1,0,1,4
15994,61,2014,9,1,5,1.8,65282,4.0,0,1,1,0,1,8
27911,32,2011,4,1,5,3.5,900000,12.0,2,1,1,0,1,12
706,5,2016,4,1,2,2.0,73856,4.0,0,0,1,0,1,12
39515,28,2016,4,1,1,2.0,21683,4.0,0,1,1,0,1,4
220,21,2010,3,1,2,1.3,184250,4.0,0,1,1,0,7,0
17562,23,2017,9,0,5,2.0,44000,4.0,0,1,1,0,1,6
14113,35,2014,9,1,1,2.2,136000,4.0,0,1,1,1,1,8
17249,61,2014,9,1,5,1.8,107200,4.0,0,2,1,0,14,8
14113,46,2010,10,0,1,1.5,190000,4.0,1,1,1,0,1,6
314,55,2012,4,1,5,2.5,204579,4.0,0,0,1,0,1,0
19306,58,2013,9,1,5,1.5,48300,4.0,0,1,1,0,11,4
188,8,2017,3,1,2,1.5,125358,4.0,0,1,1,0,7,0
10663,36,2001,9,1,5,2.4,240000,6.0,2,2,1,0,1,8
90,32,2011,9,1,2,2.5,85000,4.0,0,1,1,0,14,8
4391,61,1995,9,0,5,1.8,107000,4.0,1,1,1,0,6,2
25089,58,2012,9,1,2,2.5,95000,4.0,2,1,1,0,7,12
22649,23,2011,4,1,1,2.0,191264,4.0,0,1,1,0,14,4
10515,23,2014,9,1,4,2.0,55210,4.0,0,1,1,0,12,4
20266,23,2012,9,1,5,1.6,98252,4.0,0,1,1,0,7,4
31248,27,2013,4,1,5,2.4,59897,4.0,0,1,1,0,14,4
6272,36,2016,4,1,5,3.0,59099,6.0,0,0,1,0,14,0
8781,21,2011,3,0,2,1.3,111000,4.0,0,1,1,1,6,4
24148,41,2014,4,0,5,1.6,56000,4.0,2,1,1,0,4,6
10672,23,2008,7,1,1,2.5,66846,4.0,0,1,1,0,12,4
188,32,2011,4,1,2,3.5,101816,6.0,0,0,1,0,1,12
4000,41,2002,7,0,0,2.0,281000,4.0,0,1,1,1,1,4
314,16,2010,9,1,5,2.5,168960,4.0,0,1,1,0,12,12
24273,8,2015,3,1,5,1.4,58052,4.0,0,1,1,0,14,4
26657,58,2015,9,1,5,2.5,118000,4.0,2,1,1,0,1,12
4704,42,2003,3,1,5,1.2,22863,4.0,1,1,0,0,12,4
39829,36,2011,4,1,1,2.9,255000,6.0,0,0,1,0,7,16
23935,41,2015,3,1,5,1.2,23603,4.0,0,1,1,0,2,4
8467,36,2004,10,0,1,1.7,0,4.0,1,1,1,0,2,4
14113,58,2008,3,1,4,1.5,120000,4.0,0,1,1,0,14,4
18531,23,2011,9,1,5,1.6,89323,4.0,0,1,1,0,12,4
19757,58,2010,9,0,2,2.4,165000,4.0,0,1,1,0,14,12
15681,23,2016,9,1,4,2.0,257102,4.0,0,1,1,0,12,4
20385,58,2010,9,1,2,1.8,174309,4.0,0,1,1,0,14,7
20385,58,2014,3,0,2,1.8,155000,4.0,2,1,1,0,7,8
39559,23,2015,4,1,1,2.0,129254,4.0,0,1,1,0,14,4
124989,21,2019,10,1,5,2.0,5492,4.0,0,1,1,0,1,4
19601,23,2011,4,1,1,2.0,58548,4.0,0,1,1,0,14,4
10000,21,2012,3,0,2,1.5,102000,4.0,0,1,1,1,12,8
13328,16,1999,6,0,1,2.5,395000,4.0,1,2,1,0,4,2
392,58,2013,9,1,2,2.5,232032,4.0,0,1,1,0,12,12
16621,58,2008,9,1,2,2.4,145567,4.0,0,1,1,0,1,10
15681,16,2000,4,0,5,4.6,0,8.0,0,0,1,0,1,0
19679,23,2011,9,1,5,1.6,133783,4.0,0,1,1,0,7,4
9879,21,2017,9,1,5,2.4,39762,4.0,0,1,1,0,7,12
27654,23,2015,9,1,5,1.6,104674,4.0,0,1,1,0,12,4
32929,36,2010,9,1,5,3.5,165000,6.0,2,0,1,0,7,16
17663,58,2014,3,1,5,1.5,53800,4.0,0,1,1,0,12,4
52959,23,2015,4,1,1,2.0,99106,4.0,0,1,1,0,1,4
18189,23,2011,9,1,2,2.4,88400,4.0,2,1,1,0,7,10
706,55,2015,9,1,5,2.0,111285,4.0,0,0,1,0,1,0
862,32,2008,4,1,5,4.7,280354,8.0,0,0,1,0,14,0
14740,21,2011,3,0,2,1.3,136000,4.0,2,1,1,0,12,12
5018,41,2015,4,1,5,1.6,111402,4.0,0,0,1,0,1,0
27924,23,2012,4,1,1,2.0,105437,4.0,0,1,1,0,1,4
5488,58,2014,9,1,2,2.5,109798,4.0,0,1,1,0,14,12
28225,36,2009,4,1,1,3.0,245470,6.0,2,0,1,0,7,12
16621,21,2005,4,0,5,2.4,120000,4.0,0,0,1,0,12,6
10400,58,2008,3,1,2,1.5,288000,4.0,0,1,1,0,7,4
1960,18,2012,4,1,5,2.4,212682,4.0,0,1,1,0,11,12
24283,23,2014,4,1,1,2.0,189000,4.0,0,1,1,0,14,4
3920,58,2013,9,1,5,2.5,308694,4.0,0,1,1,0,7,12
9364,8,2015,3,1,5,1.0,53711,4.0,0,1,1,0,14,4
23110,27,2010,4,1,5,2.4,121000,4.0,0,1,1,0,12,4
4391,16,1991,6,0,1,2.5,0,4.0,1,2,0,0,14,1
314,58,2013,9,1,2,2.5,225510,4.0,0,1,1,0,14,12
9722,41,2012,3,0,5,1.2,69000,4.0,0,1,1,1,1,6
5645,35,2004,7,0,0,2.3,16000,4.0,0,1,1,1,12,12
36068,23,2014,4,1,1,2.0,151000,4.0,0,1,1,0,1,4
251,58,2019,9,1,2,2.5,39552,4.0,0,1,1,0,1,12
140,5,2008,4,1,5,3.0,240000,6.0,2,0,1,0,1,8
392,13,2012,9,1,5,3.6,258990,6.0,0,2,1,0,14,12
10036,23,2006,9,1,4,3.3,243200,6.0,2,1,1,0,1,10
7527,58,1998,8,0,5,2.0,123000,4.0,1,2,1,0,14,2
8781,3,2002,9,1,5,3.0,265600,6.0,1,0,1,0,12,8
50178,31,2012,4,1,5,2.0,125000,4.0,2,0,1,0,11,8
4704,21,2005,4,1,5,3.5,145000,6.0,0,0,1,0,14,4
15681,23,2016,9,1,4,2.0,267209,4.0,0,1,1,0,12,4
35344,23,2015,10,1,1,2.5,90660,4.0,0,1,1,0,14,4
8154,36,2000,9,1,4,2.6,314000,6.0,0,2,1,0,6,7
15925,21,2013,3,1,5,1.3,86996,4.0,0,1,1,0,12,4
23521,58,2014,9,1,5,2.5,47152,4.0,2,1,1,0,14,7
314,36,2017,9,1,5,2.0,26802,4.0,0,2,1,0,1,12
15681,16,2013,9,1,5,2.0,134982,4.0,0,1,1,0,11,0
21953,16,2008,4,1,2,2.5,93000,4.0,0,0,1,0,12,10
11290,23,2016,9,1,4,2.0,258906,4.0,0,1,1,0,12,4
5959,11,2009,9,1,1,2.0,75644,4.0,0,1,1,0,12,4
2274,36,2013,4,1,5,4.6,230397,8.0,0,0,1,0,1,12
11000,58,2015,3,0,2,1.8,123000,4.0,0,1,1,1,14,6
4547,23,2017,9,1,5,2.0,115974,4.0,0,1,1,0,14,12
11604,16,2014,9,0,5,1.6,49000,4.0,2,1,1,0,6,10
12544,32,2000,4,1,0,3.0,209123,4.0,2,0,1,0,1,9
17249,36,2005,9,1,5,5.0,125000,8.0,2,2,1,0,12,12
28059,8,2014,4,1,1,2.0,73650,4.0,0,1,1,0,12,4
18826,23,2011,9,1,5,2.0,145219,4.0,0,1,1,0,7,4
31361,36,2007,6,0,1,2.1,268022,6.0,1,1,0,0,14,0
13485,58,2012,3,0,2,1.8,0,4.0,0,1,1,0,14,8
9408,39,1995,4,0,1,2.5,205000,4.0,1,0,0,0,2,0
19130,5,2007,4,1,5,3.0,310000,6.0,2,0,1,0,7,6
21326,39,2012,4,0,5,2.4,7964,6.0,2,0,1,0,12,16
34074,23,2014,7,1,1,2.5,126970,4.0,0,1,1,0,12,4
11099,8,2011,9,1,5,1.8,142600,4.0,0,1,1,0,12,4
314,58,2012,3,1,2,1.8,411923,4.0,0,1,1,0,2,12
18817,58,2018,9,1,2,2.5,35058,4.0,0,1,1,0,14,12
29793,58,2017,9,1,5,2.5,32000,4.0,2,1,1,0,6,14
31675,21,2017,3,1,5,1.5,46935,4.0,0,1,1,0,1,4
21012,58,2013,9,1,2,1.8,150000,4.0,0,1,1,0,1,8
15367,16,2014,9,1,5,3.8,280000,6.0,0,0,1,0,7,8
941,21,2011,9,1,5,1.8,177250,4.0,0,1,1,0,1,12
470,28,2014,9,1,2,2.4,141410,4.0,0,1,1,0,12,12
53154,23,2017,4,1,1,2.0,105751,4.0,0,1,1,0,14,4
12544,41,2004,7,1,5,3.5,122000,6.0,2,2,1,1,6,12
16308,28,2014,3,1,5,1.6,100800,4.0,0,1,1,0,14,12
18503,61,2014,9,1,5,1.8,144000,4.0,2,1,1,0,14,10
11368,23,2007,9,1,5,1.6,122587,4.0,0,1,1,0,12,4
6899,21,2004,9,0,5,1.3,98000,4.0,0,1,1,1,12,4
43435,5,2012,4,1,1,3.5,243087,6.0,0,0,1,0,1,12
11133,58,2014,9,1,2,2.5,179381,4.0,0,1,1,0,1,12
20385,61,2013,9,1,1,2.0,163000,4.0,1,1,1,0,12,6
4234,21,2012,9,1,5,3.5,236698,6.0,0,1,1,0,1,12
3450,58,2013,3,1,2,1.8,74838,4.0,0,1,1,0,14,12
43868,54,2016,4,1,1,1.6,43300,4.0,0,1,1,0,14,4
28225,32,2012,3,1,2,1.8,128297,4.0,0,1,1,0,3,4
39201,36,2016,3,1,5,2.0,48000,4.0,0,0,1,0,14,0
22266,58,2012,3,0,2,1.8,57000,4.0,3,1,1,0,1,12
125,58,2010,9,1,2,3.3,316912,6.0,0,0,1,0,2,12
6429,8,2009,4,1,1,2.0,74594,4.0,0,1,1,0,1,4
9252,23,2013,9,1,4,2.0,102788,4.0,0,1,1,0,14,4
25889,23,2014,9,1,5,1.6,147957,4.0,0,1,1,0,14,4
7370,39,1999,4,0,5,1.8,156000,4.0,0,0,1,0,14,2
17249,27,2010,4,0,5,3.8,1000,6.0,0,0,1,0,12,0
16151,28,2014,9,1,5,2.0,38878,4.0,0,1,1,0,12,4
24860,23,2008,7,1,1,2.5,134955,4.0,0,1,1,0,12,4
22894,58,2012,9,1,5,2.5,200000,6.0,0,2,1,0,14,0
10349,32,2019,9,1,5,3.5,13147,6.0,0,1,1,0,14,12
17000,35,2015,9,1,1,2.2,59000,4.0,2,1,1,1,1,8
314,36,2011,9,1,1,3.5,132630,6.0,0,2,1,0,12,12
15681,36,1988,4,0,1,2.9,138000,4.0,1,0,0,0,1,2
7100,61,2002,9,0,5,2.0,20000,4.0,1,1,1,0,1,6
55932,23,2018,9,1,5,2.0,50310,4.0,0,1,1,0,7,4
9252,23,2015,9,1,4,2.0,603970,4.0,0,1,1,0,8,4
37633,32,2010,4,1,2,3.5,180800,8.0,0,1,1,0,12,8
251,58,2011,3,1,2,1.8,230939,4.0,0,1,1,0,2,12
14113,8,2017,9,0,5,1.4,89620,4.0,0,1,1,0,13,8
8154,27,2002,4,0,5,3.7,208000,6.0,0,0,1,0,12,4
3293,32,2015,4,1,5,3.5,71939,6.0,0,0,1,0,1,12
12544,23,2015,9,1,4,2.0,553481,4.0,0,1,1,0,8,4
24123,54,2011,4,1,1,2.0,162977,4.0,0,1,1,0,12,4
3800,42,2001,9,0,5,1.0,184592,3.0,1,1,1,0,2,4
188,16,2009,4,1,2,2.5,196682,4.0,0,1,1,0,1,0
37633,58,2012,4,1,5,3.5,134114,6.0,0,0,1,0,14,10
14113,16,2014,3,0,5,2.0,13000,4.0,1,1,1,0,14,8
157,36,2013,9,1,1,3.5,237158,6.0,0,0,1,0,1,12
1882,28,2014,9,1,5,2.0,89526,4.0,0,1,1,0,1,12
39559,23,2015,4,1,1,2.0,99000,4.0,0,1,1,0,7,4
470,21,2010,9,1,2,1.3,264132,4.0,0,1,1,0,12,12
12544,58,2015,3,0,2,1.8,118410,4.0,2,1,1,0,12,12
7840,36,2000,9,1,5,3.2,111111,6.0,2,2,1,0,1,6
12500,41,2008,9,0,5,3.5,160000,6.0,3,1,1,0,12,4
220,16,2009,4,1,2,2.5,193614,4.0,0,1,1,0,14,0
45633,54,2015,4,1,1,2.0,59077,4.0,0,1,1,0,1,4
1725,58,2010,9,1,2,3.3,226198,6.0,0,0,1,0,6,12
14426,5,2001,4,1,0,4.4,3000,8.0,0,0,1,0,1,16
15681,58,2011,9,1,5,2.5,165222,4.0,0,1,1,0,1,8
39797,54,2016,4,1,1,1.6,97181,4.0,0,1,1,0,2,4
80,41,2004,7,0,0,3.5,215000,6.0,2,2,1,1,14,4
13297,8,2012,3,1,5,1.6,46000,4.0,0,1,1,0,11,4
12231,23,2009,9,1,5,3.3,159747,4.0,0,1,1,0,1,4
1098,55,2006,4,1,5,2.5,262298,4.0,0,0,1,0,2,12
35908,28,2016,9,1,1,1.7,30177,4.0,0,1,1,0,14,4
140,32,2007,4,1,4,4.7,150000,8.0,2,0,1,0,12,12
2038,58,2015,4,1,2,1.8,104795,4.0,0,1,1,0,14,12
9722,58,2018,9,1,2,2.5,127515,4.0,0,1,1,0,1,12
26475,23,2013,9,1,5,1.6,94415,4.0,0,1,1,0,1,4
16935,58,2009,3,0,2,1.8,124000,4.0,0,1,1,0,1,6
8467,55,2002,10,1,0,2.5,237688,4.0,0,0,1,0,1,2
16935,16,2012,3,1,5,2.0,155607,4.0,0,1,1,0,1,4
10036,58,2007,3,0,5,1.3,125000,4.0,3,1,1,0,13,2
15850,23,2010,9,1,5,2.0,152566,4.0,0,1,1,0,7,4
7683,41,2003,7,0,5,2.0,1800,4.0,0,1,1,1,13,8
45473,27,2011,4,0,5,3.8,120000,6.0,1,0,0,0,14,2
10976,16,2012,9,1,5,2.0,121000,4.0,0,1,1,0,1,10
35,21,2005,3,0,5,1.5,183000,4.0,2,1,1,1,12,5
4077,36,1995,9,0,0,1.8,200000,4.0,1,2,1,0,12,2
14069,23,2010,9,1,5,2.0,170000,4.0,0,1,1,0,1,4
55823,45,2012,4,1,5,3.6,91000,6.0,2,0,1,0,14,12
38975,58,2014,9,1,5,1.5,51000,4.0,0,1,1,0,14,4
706,58,2014,9,1,2,2.5,189216,4.0,0,1,1,0,1,12
17249,23,2011,9,0,5,1.8,177600,4.0,2,1,1,0,14,9
19444,23,2015,9,1,5,1.8,96000,4.0,2,1,1,0,12,16
40390,23,2016,4,1,1,2.0,175089,4.0,0,1,1,0,14,4
70,23,2015,9,0,5,1.8,96000,4.0,2,1,1,0,7,8
18817,58,2016,3,0,2,1.8,74098,4.0,0,1,1,0,12,8
1019,32,2013,4,1,2,3.5,138038,6.0,0,1,1,0,14,12
941,32,2013,4,1,2,3.5,361603,6.0,0,1,1,0,1,12
29166,3,2010,4,1,5,3.2,150000,6.0,2,0,1,0,12,8
9408,5,2012,4,1,1,3.0,149520,6.0,0,0,1,0,7,0
30,21,2010,3,0,5,1.3,0,4.0,0,1,1,1,14,4
42337,5,2015,9,1,5,2.0,26000,4.0,2,0,1,0,14,12
5645,55,2013,9,1,5,2.0,105523,4.0,0,0,1,0,2,0
7997,58,2009,4,1,2,3.3,251278,6.0,0,0,1,0,6,12
3607,23,2015,9,1,2,2.4,229192,4.0,0,1,1,0,12,0
